af577331f930b46997c9fc77fb59040841d0106c5cbc0f20ac105505,1vrwvn,todayilearned,en.wikipedia.org	0.9119	{'resurget:1.0', 'speramus:1.0', 'meliora:0.823', 'cineribus:1.0'}	<p> The motto that he first penned , Speramus meliora ; resurget cineribus , is still used by the City of Detroit today . </p>	START EOS TIL Detroit's motto in Latin is : We hope for better things it will arise from the ashes . Written in 1805 . EOS Wow what is it in English ?	Speramus Meliora Resurget Cineribus
bd1258b02a15c56c0f96f6be2a39c23bb84ba8c6b0d9789ac6ddeea3,3wmtts,todayilearned,en.wikipedia.org	0.8966	{'cotton-eye:1.0'}	<p> Cotton-Eye Joe was featured in New Girl </p>	START EOS TIL the song Cotton Eyed Joe predates Tchaikovsky and the US Civil War . EOS But where did he come from ? EOS Where did he go ?	Where did you come from , Cotton Eye Joe ?
1a37c9a5e3618f2c24241b8b5cbd616f77a2170265d6570305d284a1,5cmft4,todayilearned,en.wikipedia.org	0.8966	{"morphy's:1.0"}	<p> biographical novelization of Morphy's life . </p>	START EOS TIL by age 20 , Paul Morphy had memorized the entire Louisiana book of law . Too young to practice law , he reignited his Chess career , soon becoming the strongest player in the world	And so Morphy's Law would never be known to the world .
c13d98842c44811604d1b4ad5619dd73f97b768337574d138deacbee,1shxgx,todayilearned,en.wikipedia.org	0.8875	{'broccolini:0.887'}	<p> Broccolini </p>	START EOS TIL that cabbage , kale , cauliflower , brussel sprouts , broccoli , Chinese cabbage and savoy are all the same species of plant , but have been selectively bred so much that they barely resemble the same genus , let alone the same species	Broccolini is the best broccoli . TRY IT . TRY IT NOW .
7356f1cf004cf52b6512d59b3dac372a946d1c0262302411eeec2a4e,41ecwu,todayilearned,en.wikipedia.org	0.8387	{'y-mrca:1.0'}	<p> The following events would change the estimate of who the individual designated as Y-MRCA was : </p>	START EOS TIL that all men alive are direct descendants from a single male known as Y chromosomal Adam likewise all women are direct descendants of a Mitochondrial Eve	TIL about the Y MRCA .
2e89d8b00c8d9b06a77706a95ee6aa6fdb87e151e8c021200e53b969,p80vf,todayilearned,en.wikipedia.org	0.8387	{'crêperies:1.0'}	<p> Crêperies are typical of Brittany in France ; however , crêperies can be found throughout France and in many other countries . </p>	START EOS TIL It's National Cr pe Day in France	TIL about cr peries
04b0394b650d4b81036f2a192865b37806af1861efc3f8b7f97231e6,2od5qu,todayilearned,en.wikipedia.org	0.8387	{"madawg's:1.0"}	<p> A Madawg's grave is mentioned in Englynion y Beddau , which states : </p>	START EOS TIL King Arthur had a brother called Madawg	Where Madawg's at ?
14c43ae957d74b23d63db88cb9704376fee94da0fc3527b6c86914df,2sxs96,todayilearned,en.wikipedia.org	0.8241	{'yaodong:0.887'}	<p> There are two types of underground yaodong : </p>	START EOS TIL 40 million people in China live in caves .	I have a yaodong , too .
d34c243f9867ab09e81c8abedba6aba23e9e8c658ee819d088935784,2x8chz,todayilearned,en.wikipedia.org	0.8125	{'crena:1.0', 'interglutealis:1.0'}	<p> Medical synonyms for the intergluteal cleft include gluteal cleft , natal cleft , anal cleft , clunial cleft , crena analis , crena ani , crena interglutealis , and rima ani . </p>	START EOS TIL the term Intergluteal cleft is technical term for butt crack	Crena interglutealis
bd86581a7026872f818d15f6c675015fcb486db8a31879cc3bfd14cb,2hw40i,todayilearned,en.wikipedia.org	0.8125	{'coca-colanization:1.0'}	<p> The identification with the spread of American culture has led to the pun " Coca-Colanization " . </p>	START EOS TIL Coca Cola still imports coca leaves to this day to put in their cola drinks . The leaves are imported by the only company in the U . S . who is allowed to import coca leaves , and the cocaine is extracted and sold to a legal U . S . cocaine manufacturer .	Coca Colanization
9f28caf9c6d51e5ceaaae7a889dd50608289596beb260666f5bb4ff8,70cfl5,todayilearned,en.wikipedia.org	0.7892	{'raths:0.836', 'mimsy:0.812', 'borogoves:0.843', 'outgrabe:0.844', 'mome:0.822'}	<p> Twas bryllyg , and y e slythy toves Did gyre and gymble in y e wabe : All mimsy were y e borogoves ; And y e mome raths outgrabe . </p>	START EOS TIL that the word chortle , meaning to laugh in a breathy , gleeful way , was a nonsense word in Lewis Carroll's Jabberwocky .	all mimsy were the borogoves and the mome raths outgrabe
bf0329ae7019d61ded1b7b7e5b1a94bb37c396e8ab8500b9212f7380,3q59bx,todayilearned,en.wikipedia.org	0.7879	{'speakerboxx:1.0'}	<p> The credits for " Hey Ya ! " are adapted from the liner notes of Speakerboxx / The Love Below . </p>	START EOS TIL that in Hey Ya ! , Andr 3000 played all eight members of the band The Love Below , and he performed the song 23 times during the course of filming	Speakerboxx !
bf32a387eaa768f737b2561b487cec8b5f4ad4369e1eaf2ae9c3f23a,ltcyq,todayilearned,en.wikipedia.org	0.7791	{'boyard:0.839'}	<p> Fort Boyard can refer to : </p>	START EOS TIL Napoleon built a fort in the Atlantic Ocean only for it to be used for a game show in the 90s	Fort Boyard
f44d8486cfe034739a49f32e1c827c2c948d2c5741d0067b903ed7b2,1i0q4w,todayilearned,en.wikipedia.org	0.7724	{'skyy:0.832'}	<p> SKYY comes in a variety of flavors : </p>	START EOS TIL that most U . S . Vodka producers do not distill their own spirits . Rather , they buy bulk ethanol , dilute it with water and flavorings and then sell it as premium booze . EOS You are telling me my cotton candy flavored vodka hasnt been distilled ? Well I never !	it's been distilled , just not by skyy .
c16bfcd569355324439161aa04dc3a32a02051d5c10484c2794d56a9,7a56c7,todayilearned,en.wikipedia.org	0.7641	{'clippit:0.823'}	<p> Apart from Clippit , other Office Assistants were also available : </p>	START EOS TIL Clippy was so unpopular at the time , part of Windows XP's marketing was making people aware they could disable him .	Clippit not clippy
53e5f7269c2a966b3f690651dc3098c0980607638e94a1c33b352390,3laglc,todayilearned,en.wikipedia.org	0.7592	{'candlesticks:0.788'}	<p> Candlesticks also inspired . </p>	START EOS TIL ' candlestick holders ' don't exist . A ' candlestick ' is the holder of candles . EOS never in my life have i ever heard someone say candlestick holder , or call a candle a candlestick	how often do you come across candlesticks in your life ?
cf58ac3446d7a84c0272c6e9b4ee37b65010890101096fce7dfaaf13,1tmv8t,todayilearned,en.wikipedia.org	0.7478	{'sonoluminescence:0.777'}	<p> Some facts about sonoluminescence : </p>	START EOS TIL , When passing sound waves through an air bubble immersed in water , it presents a rather unusual occurrence light . EOS Why and how do I know this word ? WTF	Sonoluminescence ?
b0a6ac68b39171f524147fdf481c8892240ad48d69980ec1bf360254,530law,todayilearned,en.wikipedia.org	0.747	{'fontanella:1.0', 'dario:0.666'}	<p> Spaghettieis was created by Dario Fontanella in the late 1960s in Mannheim , Germany . </p>	START EOS TIL Spaghettieis is a German ice cream dish made to look like a plate of spaghetti . In the dish , vanilla ice cream is extruded through a modified Sp tzle press or potato ricer , giving it the appearance of spaghetti . It is then placed over whipped cream and topped with strawberry sauce EOS Its be more convincing without the wafer . EOS But then without the wafer you'd bite into it expecting spaghetti , which would be all kinds of weird .	That's exactly what Dario Fontanella wants .
ea3693017adfb2a32a50f94175f72207bc04c1161eb1f9dc56ec95dd,41839q,todayilearned,en.wikipedia.org	0.7457	{'neptune:0.596', 'söderhamn:0.896'}	<p> Neptune in Söderhamn </p>	START EOS TIL that Sweden hosts the world's largest scale model of the Solar System , based around the Ericsson Globe arena in central Stockholm , which acts as the ' Sun ' .	I always look at Neptune when I'm in S derhamn
04b19695e3a25d5951d9dfe1eb8a6b30376d8be8eaeb323ad19f39a8,1gy4g1,todayilearned,en.wikipedia.org	0.7454	{'dextrocardia:0.86'}	<p> Dextrocardia is believed to occur in approximately 1 in 12,000 people . </p>	START EOS TIL that 1 in 12,000 people is born with their heart on the right side of their body	Dextrocardia !
210189a0c5909207e07f7b1dff191b17a4064bc1b39f82edcb1ecdf9,3erhwg,todayilearned,en.wikipedia.org	0.7385	{'safilo:0.88'}	<p> Its prime competitor is the Safilo Group S . p . A . [ citation needed ] </p>	START EOS TIL that virtually all of the eyewear industry is controlled by one company , Luxottica S . p . A . , which owns brands such as Ray Ban , Persol , and Oakley , And makes glasses for Chanel , Prada , Armani , Burberry , Versace , D G and many more . They also own retail brands like LensCrafters and Sears Optical . EOS What about Hugo boss ? I don't see them mentioned anywhere for either being owned by luxottica or being one of the ones they don't own	Safilo Brands
7600653c996c30f3e83d500e8e372ef7c42a0b49c6ccf457911b0156,4aecuo,todayilearned,en.wikipedia.org	0.7366	{'utahraptor:0.737'}	<p> Utahraptor </p>	START EOS TIL Quill nobs have been found on Velociraptor fossils , proving they had feathers . EOS How weird ! I found out the same thing today , by the most convoluted Wikipedia adventure ever . I went from looking at the size of Blue Whale tongues to finding out that velociraptors had feathers and were actually pretty small . EOS If you want a large raptor like dromaeosaur I'd suggest Dakotaraptor , a fairly new discovery .	Or Utahraptor .
2801174e9b49aacbc9d59ada69dedbb466a8e627bcc4ba04013d99e2,4nupvy,todayilearned,en.wikipedia.org	0.7315	{'dodecahedron:0.76'}	<p> Truncated dodecahedron </p>	START EOS TIL there is a solid called Rhombicosidodecahedron which has 20 triangular faces , 30 square faces and 12 pentagonal faces EOS I believe there is a rubics puzzle of this also	No , I wish . That's just a dodecahedron .
3cf2e8d47d9bea1c7f8212a785352ec9b66fd57d5d2e7e5819fac77d,52qyu1,todayilearned,en.wikipedia.org	0.7284	{'limeade:0.756'}	<p> A glass of limeade </p>	START EOS TIL in North America and India , ' lemonade ' is not a carbonated soft drink , but is actually made from lemon juice , water and sugar . EOS TIL Lemonade is a carbonated soft drink outside of North America EOS Go to England and order Lemonade . You'll get a Sprite every time .	Wouldn't that be lemon limeade ?
132ba15bdeb2e80926f7d3e95bafc98be6042adaa3942ff4e0fdeda5,1s1xbi,todayilearned,en.wikipedia.org	0.7277	{'lloydminster:0.812'}	<p> The city is served by Lloydminster Airport . </p>	START EOS TIL there is a city in Alberta , Canada that straddles the border between Alberta and Saskatchewan . Different sides of the city have vastly different income tax levels , insurance rates , and legal drinking ages .	Also known as Lloydminster .
